2017-11-12 09:42:39.149 INFO  singlejartest.Main - Connecting...
2017-11-12 09:42:39.548 INFO  com.dukascopy.api.impl.connect.AuthorizationClient - environment(jnlp.client.mode)=null, platformInstanceId=null
2017-11-12 09:42:39.557 INFO  com.dukascopy.api.impl.connect.AuthorizationClient - Auth step 1 request [3ACF84125D794763FAF6B1E049EAB23E0338CCFC]
2017-11-12 09:42:39.559 DEBUG com.dukascopy.api.impl.connect.AuthorizationClient - >> [https://login.dukascopy.com/authorization-1/demo/auth?munus=srp_api&passus=1&sermo=253691f1-197e-44d8-b98b-85d04ca0775e&putent_genus=0&appello=3ACF84125D794763FAF6B1E049EAB23E0338CCFC&srp_versio=1]
2017-11-12 09:42:40.658 DEBUG com.dukascopy.api.impl.connect.AuthorizationClient - << [{"B":"7d1cd68c5ecd5ce0ea3fc714aef8cbaf91dd1e900c3d41c7d092b0be812570f0f4d9495098929471e186854bdb1462802f096010df7d933e99493a64cebf868eb52d3b823c9c0e08c86eb073e13b9c5f81722773a2764de7f9813c8c8ac4cb4d2db3bdde61b2c3f8f0ced38362a023033087d55d01c432c5fd1e3e53ca2544e3ec30a3cd34baedfd33fc1c9f881a80563ce1e7db79a2493e7aad800cfe826e05f7000533e0d208e5d8b57e78ea21e437170f4f2b536554aee9c73f2f5b6c24b0503ec9b8b75b22a810d9f3e3ae91ca7255ad3b6cbcfabdfceb32ab46178b521ed1b867fd792018be2ecdeccaed4fac2f5fe2fefa4e93e7761db06a457122f020","S":"7e09c402dfd6a6495978f2f24e950186","G":"2","H":"SHA-256","K":"5b9e8ef059c6b32ea59fc1d322d37f04aa30bae5aa9003b8321e21ddb04e300","N":"ac6bdb41324a9a9bf166de5e1389582faf72b6651987ee07fc3192943db56050a37329cbb4a099ed8193e0757767a13dd52312ab4b03310dcd7f48a9da04fd50e8083969edb767b0cf6095179a163ab3661a05fbd5faaae82918a9962f0b93b855f97993ec975eeaa80d740adbf4ff747359d041d5c33ea71d281e446b14773bca97b43a23fb801676bd207a436c6481f1d2b9078717461a5b9d32e688f87748544523b524b0d57d5ea77a2775d2ecfa032cfbdbf52fb3786160279004e57ae6af874e7303ce53299ccc041c7bc308d82a5698f3a8d0c38271ae35f8e9dbfbb694b5c803d89f7ae435de236d525f54759b65e372fcd68ef20fa7111f9e4aff73","srp_versio":"1"}]
2017-11-12 09:42:40.659 INFO  com.dukascopy.api.impl.connect.AuthorizationClient - Auth step 1 response [ServerResponseObject [passwordServerResponse=Step1ServerResponse [serverPublicValueB=7d1cd68c5ecd5ce0ea3fc714aef8cbaf91dd1e900c3d41c7d092b0be812570f0f4d9495098929471e186854bdb1462802f096010df7d933e99493a64cebf868eb52d3b823c9c0e08c86eb073e13b9c5f81722773a2764de7f9813c8c8ac4cb4d2db3bdde61b2c3f8f0ced38362a023033087d55d01c432c5fd1e3e53ca2544e3ec30a3cd34baedfd33fc1c9f881a80563ce1e7db79a2493e7aad800cfe826e05f7000533e0d208e5d8b57e78ea21e437170f4f2b536554aee9c73f2f5b6c24b0503ec9b8b75b22a810d9f3e3ae91ca7255ad3b6cbcfabdfceb32ab46178b521ed1b867fd792018be2ecdeccaed4fac2f5fe2fefa4e93e7761db06a457122f020, saltS=7e09c402dfd6a6495978f2f24e950186, safePrimeN=ac6bdb41324a9a9bf166de5e1389582faf72b6651987ee07fc3192943db56050a37329cbb4a099ed8193e0757767a13dd52312ab4b03310dcd7f48a9da04fd50e8083969edb767b0cf6095179a163ab3661a05fbd5faaae82918a9962f0b93b855f97993ec975eeaa80d740adbf4ff747359d041d5c33ea71d281e446b14773bca97b43a23fb801676bd207a436c6481f1d2b9078717461a5b9d32e688f87748544523b524b0d57d5ea77a2775d2ecfa032cfbdbf52fb3786160279004e57ae6af874e7303ce53299ccc041c7bc308d82a5698f3a8d0c38271ae35f8e9dbfbb694b5c803d89f7ae435de236d525f54759b65e372fcd68ef20fa7111f9e4aff73, correspondingGeneratorG=2, hashAlgorithmH=SHA-256, srpProtocolVersion=1], ]]
2017-11-12 09:42:40.715 INFO  com.dukascopy.api.impl.connect.AuthorizationClient - Auth step 2 request A [9765270294027071341936858594383328460479448326293071443605058225838576566561198509809183235368118515296473818824737110138920753322459183794043669768205362351344149798433662750065003033223824859526333652113669159679770294129116317190624751529907081650226129052692113243956096885499582364446121943302342603819982916981321603910168864632125855285280695630547246964912162642042797898644125071213197985262277825914569958835907593787625140137974278474144235811784953819762661571887436359825162399957235340746754042837865715606693810651180591749238566814070174316344873551570851848174638121530090677689731024299551583114526], M1 [65659603331471743991220975334830892913677293773058829569662145639748019087070]
2017-11-12 09:42:40.715 DEBUG com.dukascopy.api.impl.connect.AuthorizationClient - >> [https://login.dukascopy.com/authorization-1/demo/auth?munus=srp_api&testimonium_nuntius=912a04bd49b4aa10c11cfaf106900f96f50dca5ac5e1a5bf57efb1d72112e6de&passus=2&publicus_pendo=4d5b186b8f635f274784308323d5eb0dd9001c58d9252328616a9ab6349efa3aa2ba2d3f265c98040808a5ebb77adc0dd562fbef31c396476d3ea737e8e049d8116faa054005a2eb83aa7e4916fe09732b8d421a591cecc165fdc60951331126cfd08c65b517e9cbb3fe59a191bb7d9289eced5b2e0f53d768f192010993066d682dd1d5bc55041cb992b0b45c0f9717ce54bb962640468aeecf0220d095738c7a5650df5f7ce9028fe1688d3c0530620db909334273665dbc92d19c3314abc002f7da9cc0b52ef98e064641188189bb5f9612f32342ec2aac2d2f647ba35c034adaba9029262e3d0677d710d8d671da5b53f061f1890a48abfcaa42387c151e&sermo=253691f1-197e-44d8-b98b-85d04ca0775e&putent_genus=0&srp_versio=1]
2017-11-12 09:42:41.877 DEBUG com.dukascopy.api.impl.connect.AuthorizationClient - << [{"M2":"6dfa09ff75bd23a88d6f410e7f4bf743971c36e2f0811eef027b86319001772a","srp_versio":"1"}]
2017-11-12 09:42:41.878 INFO  com.dukascopy.api.impl.connect.AuthorizationClient - Auth step 2 response [ServerResponseObject [passwordServerResponse=Step2ServerResponse [serverEvidenceMessageM2=6dfa09ff75bd23a88d6f410e7f4bf743971c36e2f0811eef027b86319001772a, srpProtocolVersion=1], ]]
2017-11-12 09:42:41.879 INFO  com.dukascopy.api.impl.connect.AuthorizationClient - Auth step 3 request
2017-11-12 09:42:41.879 DEBUG com.dukascopy.api.impl.connect.AuthorizationClient - >> [https://login.dukascopy.com/authorization-1/demo/auth?munus=srp_api&passus=3&sermo=253691f1-197e-44d8-b98b-85d04ca0775e&versio=318.4.33&willPing=true&putent_genus=0&occasus=true&platform=DDS3_JFOREX&srp_versio=1]
2017-11-12 09:42:45.096 DEBUG com.dukascopy.api.impl.connect.AuthorizationClient - << [{"occasus":"rO0ABXNyABRqYXZhLnV0aWwuUHJvcGVydGllczkS0HpwNj6YAgABTAAIZGVmYXVsdHN0ABZMamF2\r\nYS91dGlsL1Byb3BlcnRpZX...","authApiURLs":["d-ja-gva-101-135-154.dukascopy.com:10443","d-ja-usa-e-96-4-a.dukascopy.com:10443","d-ja-sgn-04-b.dukascopy.com:10443","d-ja-jpn-04-a.dukascopy.com:10443","d-ja-hk-110-05.dukascopy.com:10443","d-ja-msk-10.dukascopy.com:10443"],"srp_versio":"1"}]
2017-11-12 09:42:45.111 INFO  com.dukascopy.api.impl.connect.AuthorizationClient - Auth step 3 response [ServerResponseObject [passwordServerResponse=Step3ServerResponse [serverResponse={"occasus":"rO0ABXNyABRqYXZhLnV0aWwuUHJvcGVydGllczkS0HpwNj6YAgABTAAIZGVmYXVsdHN0ABZMamF2\r\nYS91dGlsL1Byb3BlcnRpZX...","authApiURLs":["d-ja-gva-101-135-154.dukascopy.com:10443","d-ja-usa-e-96-4-a.dukascopy.com:10443","d-ja-sgn-04-b.dukascopy.com:10443","d-ja-jpn-04-a.dukascopy.com:10443","d-ja-hk-110-05.dukascopy.com:10443","d-ja-msk-10.dukascopy.com:10443"],"srp_versio":"1"}], responseHeaderFields={Transfer-Encoding=[chunked], null=[HTTP/1.1 200], idle-session-ttl=[900000], CF-RAY=[3bc8330c28902f5f-MAD], Server=[cloudflare-nginx], Connection=[keep-alive], Client-Country=[ES], Pragma=[no-cache], Last-Modified=[Sun, 12 Nov 2017 08:42:42 GMT], Date=[Sun, 12 Nov 2017 08:42:44 GMT], Cache-Control=[no-cache, must-revalidate, no-store, max-age=0], Access-Control-Allow-Credentials=[true], Client-IP=[81.37.216.145], Vary=[Accept-Encoding], Set-Cookie=[__cfduid=d5923595a3e35a7d26a232705b3e26b901510476161; expires=Mon, 12-Nov-18 08:42:41 GMT; path=/; domain=.dukascopy.com; HttpOnly], Expires=[Thu, 01 Jan 1970 00:00:00 GMT], Content-Type=[text/plain;charset=UTF-8]}]]
2017-11-12 09:42:45.242 WARN  com.dukascopy.api.instrument.AvailableInstrumentProvider - Instrument "NEM.US/USD" is absent in Instrument API enum.
2017-11-12 09:42:45.244 INFO  com.dukascopy.api.impl.connect.AuthorizationClient - Selecting the best server...
2017-11-12 09:42:45.267 INFO  com.dukascopy.api.impl.connect.AuthorizationClient - The ping start time=2017-11-12 09:42:45:267
2017-11-12 09:42:45.589 INFO  com.dukascopy.api.impl.connect.AuthorizationClient - The ping end time=2017-11-12 09:42:45:589, the ping processing time=[322]ms
2017-11-12 09:42:45.589 DEBUG com.dukascopy.api.impl.connect.AuthorizationClient - Best api url [d-ja-gva-101-135-154.dukascopy.com:10443] with time [62]
2017-11-12 09:42:45.590 DEBUG com.dukascopy.api.impl.connect.TesterClientImpl - d-ja-gva-101-135-154.dukascopy.com:10443@2bec5ce290a013e627d338cf404a83b80d7cb0994194cebcd5cea6c5096c49f2
2017-11-12 09:42:45.596 INFO  com.dukascopy.dds2.greed.util.FilePathManager - WL info is unavailable. Use default App folder for Platform data:  /Users/DKS/Library/Application Support/JForex
2017-11-12 09:42:46.270 WARN  com.dukascopy.charts.data.datacache.FeedDataProvider - JStore is disabled for the current user
2017-11-12 09:42:46.278 DEBUG com.dukascopy.api.impl.connect.TesterClientImpl - UserAgent: {"clientType":"DDS3_JFOREXSDK","javaVersion":"1.8.0_51","jvmVersion":"25.51-b03","ip":"null","clientVersion":"318.4.33","osName":"Mac OS X","userName":"null"}
2017-11-12 09:42:47.353 INFO  com.dukascopy.dds2.greed.connection.GreedClientAuthorizationProvider - !!!:Thread[(NettyTransportClient-0) ClientConnector,5,main]
2017-11-12 09:42:47.356 INFO  com.dukascopy.dds4.transport.client.netty.ClientConnector - Authorize task in queue, server address [d-ja-gva-101-135-154.dukascopy.com/194.8.15.154:10443], transport name [NettyTransportClient-0]
2017-11-12 09:42:47.356 DEBUG com.dukascopy.api.impl.connect.TesterClientImpl - Authorized
