2017-11-12 09:39:33.419 INFO  singlejartest.Main - Connecting...
2017-11-12 09:39:34.057 INFO  com.dukascopy.api.impl.connect.AuthorizationClient - environment(jnlp.client.mode)=null, platformInstanceId=null
2017-11-12 09:39:34.067 INFO  com.dukascopy.api.impl.connect.AuthorizationClient - Auth step 1 request [3ACF84125D794763FAF6B1E049EAB23E0338CCFC]
2017-11-12 09:39:34.069 DEBUG com.dukascopy.api.impl.connect.AuthorizationClient - >> [https://login.dukascopy.com/authorization-1/demo/auth?munus=srp_api&passus=1&sermo=46f1cc0e-50ac-44b8-b6b4-fa4f3377c6b2&putent_genus=0&appello=3ACF84125D794763FAF6B1E049EAB23E0338CCFC&srp_versio=1]
2017-11-12 09:39:35.415 DEBUG com.dukascopy.api.impl.connect.AuthorizationClient - << [{"B":"58ac32db5ce38faac7d03755dc619f3064cf24dd388c84dd437aeee4f6b814fda6e92d32963d893443dcad103513bfd61565823a2f908c8e14730e294b6c2e4b914ac4b511bec16bfe8b0212ea2ad68fe4f350306410a6a90bfbeed000af25a3d64c1d55d34392e9a7576003131059cb30b630b93981e37cbdd321b6fadadd41d1ab485d514890d0da1ad158db68fa806ca2d8264e0e6af188ecb7ce1019068a6975e2ca5c7bd7dd56b6f5804b2001a4c5a68633330ce7365ef06df0cdd6e3caab5761df4677f0fa88a6a716b4ca1b1bc68decd008f4331df39e4e7320bbfe8c808b940efb39d5f1c2d1906c0a0199ae07e2028d2277f28852e2d03440fc0cc6","S":"68c8d5956152a564789d99576d65899d","G":"2","H":"SHA-256","K":"5b9e8ef059c6b32ea59fc1d322d37f04aa30bae5aa9003b8321e21ddb04e300","N":"ac6bdb41324a9a9bf166de5e1389582faf72b6651987ee07fc3192943db56050a37329cbb4a099ed8193e0757767a13dd52312ab4b03310dcd7f48a9da04fd50e8083969edb767b0cf6095179a163ab3661a05fbd5faaae82918a9962f0b93b855f97993ec975eeaa80d740adbf4ff747359d041d5c33ea71d281e446b14773bca97b43a23fb801676bd207a436c6481f1d2b9078717461a5b9d32e688f87748544523b524b0d57d5ea77a2775d2ecfa032cfbdbf52fb3786160279004e57ae6af874e7303ce53299ccc041c7bc308d82a5698f3a8d0c38271ae35f8e9dbfbb694b5c803d89f7ae435de236d525f54759b65e372fcd68ef20fa7111f9e4aff73","srp_versio":"1"}]
2017-11-12 09:39:35.416 INFO  com.dukascopy.api.impl.connect.AuthorizationClient - Auth step 1 response [ServerResponseObject [passwordServerResponse=Step1ServerResponse [serverPublicValueB=58ac32db5ce38faac7d03755dc619f3064cf24dd388c84dd437aeee4f6b814fda6e92d32963d893443dcad103513bfd61565823a2f908c8e14730e294b6c2e4b914ac4b511bec16bfe8b0212ea2ad68fe4f350306410a6a90bfbeed000af25a3d64c1d55d34392e9a7576003131059cb30b630b93981e37cbdd321b6fadadd41d1ab485d514890d0da1ad158db68fa806ca2d8264e0e6af188ecb7ce1019068a6975e2ca5c7bd7dd56b6f5804b2001a4c5a68633330ce7365ef06df0cdd6e3caab5761df4677f0fa88a6a716b4ca1b1bc68decd008f4331df39e4e7320bbfe8c808b940efb39d5f1c2d1906c0a0199ae07e2028d2277f28852e2d03440fc0cc6, saltS=68c8d5956152a564789d99576d65899d, safePrimeN=ac6bdb41324a9a9bf166de5e1389582faf72b6651987ee07fc3192943db56050a37329cbb4a099ed8193e0757767a13dd52312ab4b03310dcd7f48a9da04fd50e8083969edb767b0cf6095179a163ab3661a05fbd5faaae82918a9962f0b93b855f97993ec975eeaa80d740adbf4ff747359d041d5c33ea71d281e446b14773bca97b43a23fb801676bd207a436c6481f1d2b9078717461a5b9d32e688f87748544523b524b0d57d5ea77a2775d2ecfa032cfbdbf52fb3786160279004e57ae6af874e7303ce53299ccc041c7bc308d82a5698f3a8d0c38271ae35f8e9dbfbb694b5c803d89f7ae435de236d525f54759b65e372fcd68ef20fa7111f9e4aff73, correspondingGeneratorG=2, hashAlgorithmH=SHA-256, srpProtocolVersion=1], ]]
2017-11-12 09:39:35.470 INFO  com.dukascopy.api.impl.connect.AuthorizationClient - Auth step 2 request A [13260308127841111673462856569744135903247463832752220195135033992412539128067006742602567377737055682811636765854768031006620124254617783149497416648374056243236107034312016618519987103522550470058390882712393435330706558302047921991902475483179518936029772378193636229017285147674184322460273242693601210620510565853820695412055259081943367890383719752631592746634776129163436932473752134391387534438969744796625969806592248191282269734784197729370423890252038318203371510620722070193721398318299761578910517993739070723015364960876053935426728053769469535445164548125572704633566446362987266044746397829795557165619], M1 [108718491122685536107215846734454258832141102387706325176554546073957920867206]
2017-11-12 09:39:35.471 DEBUG com.dukascopy.api.impl.connect.AuthorizationClient - >> [https://login.dukascopy.com/authorization-1/demo/auth?munus=srp_api&testimonium_nuntius=f05c7c3fa83eebf35843966ad43f700aa94924caacb09967e2ade8c05c5f0386&passus=2&publicus_pendo=690ab8419fcf75178ba0c4b5d446ae996d3386affa91d051b75e27972c1066d356216729bd3e1f01c34f873d699bb4b1871c033521195474ebc8ca659267d48c3c02f1c63f089ec30ffb5db8f91578ec540a0f1c6552cd414bd4cde6e2d88bc00db64dd393b3d4ad42ecb055174e85367ddc2a143409e7ff166dd7efa5fe95ec484039f24f6b1f4d4a709a84236b7f439f59878a4a81a5deffc790050de5e64a6e65289a710465adcce3f5c6de6267f6b6f83f0c1881649a340072263952f787f958123060c850cfbbcbe67f1b32ced6c5f662bf0de0f142fec09b1fcbc4c6593a11a4e9a4543124ffe748ca9742ff231b255693cf95b21352aa17e5ac284a33&sermo=46f1cc0e-50ac-44b8-b6b4-fa4f3377c6b2&putent_genus=0&srp_versio=1]
2017-11-12 09:39:36.631 DEBUG com.dukascopy.api.impl.connect.AuthorizationClient - << [{"M2":"ce8adc6aaa2f60876beec2a0f34fae946789edee06658c7d974a5bfef26e5c8e","srp_versio":"1"}]
2017-11-12 09:39:36.632 INFO  com.dukascopy.api.impl.connect.AuthorizationClient - Auth step 2 response [ServerResponseObject [passwordServerResponse=Step2ServerResponse [serverEvidenceMessageM2=ce8adc6aaa2f60876beec2a0f34fae946789edee06658c7d974a5bfef26e5c8e, srpProtocolVersion=1], ]]
2017-11-12 09:39:36.633 INFO  com.dukascopy.api.impl.connect.AuthorizationClient - Auth step 3 request
